sid,smiles,index
103904456,CC1=CC(=O)NN=C1c2ccc(NC(=O)Nc3cccc(Cl)c3)cc2,251
103904457,CC1=CC(=O)NN=C1c2ccc(NC(=O)Nc3cc(ccc3F)C(F)(F)F)cc2,252
103904458,FC(F)(F)c1cccc(NC(=O)Nc2ccc(cc2)C3=NNC(=O)C=C3)c1,253
103904459,Fc1cccc(NC(=O)Nc2cccc(c2)c3ccc4cn[nH]c4c3)c1,254
103904460,ClC1=C(Nc2ccccc2)C(=O)NC1=O,255
103904461,CCCCNC1=NS(=O)N=C1Nc2ccc(F)cc2,256
103904462,N[C@H](COc1cncc(c1)c2ccc3NC(=O)\C(=C/c4ccc[nH]4)\c3c2)Cc5ccccc5,257
103904463,Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(OC(F)(F)F)c4)c3,258
103904464,Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccccc5,259
103904465,Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3I,260
103904466,Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccc(F)cc5,261
103904467,N[C@H](COc1cncc(c1)c2ccc(F)cc2)Cc3c[nH]c4ccccc34,262
103904468,Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccccc4)c3,263
103904469,Cc1n[nH]c2ccc(cc12)c3cncc(OCCN)c3,264
103904470,Cc1n[nH]c2ccc(cc12)c3cncc(OCC(CN)Cc4ccccc4)c3,265
103904471,Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3,266
103904472,CCCS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(N)c3c2,267
103904473,N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3ccccc3)Cc4c[nH]c5ccccc45,268
103904474,CN(C)CC(=O)N[C@H](COc1cncc(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45,269
103904475,CS(=O)(=O)NCCOc1cncc(c1)c2ccc3cnccc3c2,270
103904476,N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3ccccc3F)Cc4c[nH]c5ccccc45,271
103904477,N[C@H](COc1cncc(c1)c2ccc3NC(=O)Cc3c2)Cc4c[nH]c5ccccc45,272
103904478,N[C@H](COc1cncc(c1)c2ccc3NC(=O)Oc3c2)Cc4c[nH]c5ccccc45,273
103904479,Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(Cl)c4)c3,274
103904480,Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccc(Cl)c(Cl)c4)c3,275
103904482,CC(C)Cc1cc(on1)c2ccc3[nH]nc(N)c3c2,276
103904483,Cc1c(nnn1Cc2ccccc2)c3ccc4[nH]nc(N)c4c3,277
103904484,Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3,278
103904485,Cc1ccccc1c2c(nnn2Cc3ccccc3)c4ccc5[nH]nc(N)c5c4,279
103904486,N[C@H](COc1cncc(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45,280
103904487,CS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(N)c3c2,281
103904489,CCS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(N)c3c2,282
103904490,Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3C5CC5,283
103904491,Nc1n[nH]c2ccc(cc12)c3onc(Cc4ccccc4)c3,284
103904492,Cc1n[nH]c2ccc(cc12)c3cncc(OCCNS(=O)(=O)C)c3,285
103904493,CN(C)c1cc(cc2[nH]nc(N)c12)c3ccncc3,286
103904494,CCCCOc1cc(cc2[nH]nc(N)c12)c3ccncc3,287
103904495,CN(C)CCCOc1cc(cc2[nH]nc(N)c12)c3ccncc3,288
103904496,CC(C)(C)Oc1cc(cc2[nH]nc(N)c12)c3ccncc3,289
103904497,CNCCOc1cncc(c1)c2ccc3[nH]nc(C)c3c2,290
103904498,CN(CCOc1cncc(c1)c2ccc3[nH]nc(C)c3c2)S(=O)(=O)C,291
103904499,CN(C)c1ccc(cc1)c2c(nnn2Cc3ccccc3)c4ccc5[nH]nc(N)c5c4,292
103904500,CC(C)(C)CCOc1cc(cc2[nH]nc(N)c12)c3ccc(cc3)C(=O)N,293
103904501,N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3cccc(Cl)c3)Cc4c[nH]c5ccccc45,294
103904502,CCCCOc1ncnc2[nH]cc(c3ccccc3)c12,295
103904503,C1CCN(CC1)c2ncnc3[nH]cc(c4ccccc4)c23,296
103904504,CSc1c[nH]c2ncnc(NCCCO)c12,297
103904505,COc1ccc(cc1OC)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,298
103904506,OCc1cc(on1)c2ccc3[nH]ncc3c2,299
103904507,Fc1ccc(F)c(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,300
103904508,C(c1ccccc1)n2cc(nn2)c3ccc4[nH]ncc4c3,301
103904509,C1CCC(CC1)Nc2c(nc3ncccn23)c4ccc5[nH]ncc5c4,302
103904510,CC(C)Nc1c(nc2ncccn12)c3ccc4[nH]ncc4c3,303
103904511,O=C(Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3)c5ccccc5,304
103904512,C(c1ccccc1)n2nnc(c3ccc4[nH]ncc4c3)c2C5CC5,305
103904513,CCCC(=O)Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccccc5,306
103904514,Fc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,307
103904515,CC(C)N(C)C(=O)c1c(nnn1Cc2ccccc2)c3ccc4[nH]ncc4c3,308
103904516,COCCN(C)C(=O)c1c(nnn1Cc2ccccc2)c3ccc4[nH]ncc4c3,309
103904517,C(C1CCOCC1)n2cc(nn2)c3ccc4[nH]ncc4c3,310
103904518,CN(C)C(=O)c1c(nnn1Cc2ccccc2)c3ccc4[nH]ncc4c3,311
103904519,CCCC(=O)Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3,312
103904520,N(c1ccccc1)c2nc(cs2)c3ccc4[nH]ncc4c3,313
103904521,Cc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccc(F)cc5,314
103904522,COc1cc(OC)cc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,315
103904523,COc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,316
103904524,O[C@@H]1CCCN(C1)C(=O)c2cc(on2)c3ccc4[nH]ncc4c3,317
103904525,C(c1ccccc1)c2cc(on2)c3ccc4[nH]ncc4c3,318
103904526,C(c1ccccc1)c2cn(nn2)c3ccc4[nH]ncc4c3,319
103904527,O=C1NC(=CC(=N1)c2ccc3[nH]ncc3c2)c4ccccc4,320
103904528,c1cnc2nc(cn2c1)c3ccc4[nH]ncc4c3,321
103904529,CN(C)CC(=O)Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3,322
103904530,Cc1ccc(Cn2cc(nn2)c3ccc4[nH]ncc4c3)c(C)c1,323
103904531,C(N1CCCCC1)c2cc(on2)c3ccc4[nH]ncc4c3,324
103904532,Cc1ccccc1c2c(nnn2Cc3ccccc3)c4ccc5[nH]nc(C)c5c4,325
103904533,O=C(Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3)c5ccc(cc5)C#N,326
103904534,O=C(Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3)c5cccc(c5)C#N,327
103904535,Fc1ccc(cc1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,328
103904536,CCCCNc1c(nc2ncccn12)c3ccc4[nH]ncc4c3,329
103904537,C(c1ccccc1)n2cc(nn2)c3ccc4[nH]nc(c5ccccc5)c4c3,330
103904538,C(c1ccccc1)n2nnc(c3ccc4[nH]ncc4c3)c2c5ccccc5,331
103904539,COc1ccccc1C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,332
103904540,Clc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,333
103904541,C(c1ccccc1)n2cc(nn2)c3ccc4[nH]nc(c5cn(Cc6ccccc6)nn5)c4c3,334
103904542,Clc1ccc(cc1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,335
103904543,CCCc1cc(on1)c2ccc3[nH]ncc3c2,336
103904544,CN(C)c1ccc(cc1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,337
103904545,C(Nc1nc(cs1)c2ccc3[nH]ncc3c2)c4ccccc4,338
103904546,FC(F)(F)c1ccc(Cn2cc(nn2)c3ccc4[nH]ncc4c3)c(c1)C(F)(F)F,339
103904547,CN1CCC(CC1)C(=O)n2nc(N)c3cc(ccc23)c4cn(Cc5ccccc5)nn4,340
103904548,NC(=O)C1CCCN(C1)C(=O)c2cc(on2)c3ccc4[nH]ncc4c3,341
103904549,O=C(N1CCCCC1)c2cc(on2)c3ccc4[nH]ncc4c3,342
103904550,Fc1ccc(cc1)c2ncn(CCN3CCOCC3)c2c4ccc5[nH]ncc5c4,343
103904551,CN(C)CC(=O)Nc1n[nH]c2cc(ccc12)c3cn(Cc4ccccc4)nn3,344
103904552,OC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,345
103904553,OCC(NC(=O)c1ccc(cc1)c2ccncc2)c3cc(Cl)cc(Cl)c3,346
103904554,NCC(NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,347
103904555,NC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,348
103904556,COc1cccc(c1)C(CN)NC(=O)c2ccc(cc2)c3ccncc3,349
103904557,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3C,350
103904558,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(c(F)c2)c3ccncc3,351
103904559,COc1cccc(c1)[C@H](C)NC(=O)c2ccc(c(C)c2)c3ccncc3,352
103904560,OCC[C@@H](Nc1nc2ccc(cc2s1)c3ccncc3)c4ccccc4,353
103904561,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2NCCCN)c3ccncc3,354
103904562,C[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,355
103904563,O=C(NCc1ccccc1)c2ccc(cc2)c3ccncc3,356
103904564,C(Nc1nc2ccc(cc2s1)c3ccncc3)c4ccccc4,357
103904565,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3,358
103904566,CCCOc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3,359
103904567,O=C(NCc1ccccc1)c2cccc(c2)c3cnc4[nH]ccc4c3,360
103904568,Clc1ccc(cc1)c2ccc3CNC(=O)c3c2,361
103904569,NC(=O)c1ccc(cc1N2CCCC2)c3ccncc3,362
103904570,O=C1Nc2ccccc2Nc3cc(ccc13)c4ccncc4,363
103904571,NC(=O)c1ccc(cc1NCc2ccccc2)c3ccncc3,364
103904572,NC(=O)c1ccc(cc1NCc2cccc(F)c2)c3ccncc3,365
103904573,O=C(NCc1ccccc1)C2=CNN3C(=O)C=C(N=C23)c4ccncc4,366
103904574,OCC(Cc1ccc(Cl)cc1)NC(=O)c2ccc(cc2)c3ccncc3,367
103904575,N#Cc1ccc(cc1NCc2ccccc2)c3ccncc3,368
103904576,O=C1NCc2c1cccc2c3cccs3,369
103904577,Brc1cccc2C(=O)NCc12,370
103904578,OCC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,371
103904579,Cc1cc(ccc1F)c2ccc3C(=O)NCc3c2,372
103904580,OC[C@H](Cc1ccccc1)NC(=O)c2ccc(cc2F)c3ccncc3,373
103904581,OC[C@H](Cc1ccccc1)NC(=O)c2ccc(cc2)c3ccncc3,374
103904582,COc1cccc(CNC(=O)c2ccc(cc2)c3ccncc3)c1,375
103904583,CCCOc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3F,376
103904584,Cc1cccc(c1)c2ccc3CNC(=O)c3c2,377
103904585,O=C1NCc2ccc(cc12)c3ccccc3,378
103904586,COc1cccc(CNC(=O)c2cnc(nc2)c3ccncc3)c1,379
103904587,Brc1ccc(CNC(=O)c2cnn3c(ccnc23)c4ccccc4)cc1,380
103904588,COc1cccc(c1)[C@H](C)NC(=O)c2ccc(cc2)c3ccncc3,381
103904590,OC(=O)c1ccccc1Nc2ccnc(Nc3ccc(cc3)[N+](=O)[O-])n2,382
103904591,CNS(=O)(=O)c1ccccc1Nc2nc(Nc3cc(OC)c(OC)c(OC)c3)ncc2Cl,383
103904592,NS(=O)(=O)c1cccc(Nc2ncc(Br)c(Nc3ccc(OCC#N)cc3)n2)c1,384
103904593,OC(=O)c1ccccc1Nc2ccnc(Nc3ccc4[nH]ncc4c3)n2,385
103904594,OC(=O)c1ccccc1Nc2ccnc(Nc3cccc(O)c3)n2,386
103904595,COc1cc(Nc2ncc(c(Nc3ccccc3C(=O)N)n2)[N+](=O)[O-])cc(OC)c1OC,387
103904596,Cc1cnc(Nc2cccc(c2)S(=O)(=O)N)nc1Nc3ccc(OCC(=O)N)cc3,388
103904597,OC(=O)c1ccc(Nc2ncc3CN=C(c4cc(Cl)ccc4c3n2)c5c(F)cccc5F)cc1,389
103904598,COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5,390
103904599,CCN1CCN(CC1)c2ccc(Nc3ncc(Cl)c(Nc4ccc5[nH]ncc5c4)n3)cc2,391
103904600,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC,392
103904601,CNC(=O)c1ccccc1Nc2nc(Nc3ccc(cc3OC)N4CCOCC4)ncc2Cl,393
103904602,CNS(=O)(=O)c1ccccc1Nc2nc(Nc3cc(ccc3OC)N4CCN(CC4)C(=O)C)ncc2Br,394
103904603,CNC(=O)COc1ccc(Nc2nc(Nc3ccc(C)c(c3)S(=O)(=O)N)ncc2F)cc1,395
103904604,OC(=O)c1ccccc1Nc2ccnc(Nc3ccc4cn[nH]c4c3)n2,396
103904605,Cn1cc(Nc2ncc(Br)c(Nc3ccccc3C(=O)N)n2)cn1,397
103904606,COc1ccccc1Nc2nc(Nc3cnn(C)c3)ncc2Br,398
103904607,Cn1cc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cn1,399
103904608,Cn1cc(Nc2ncc(Br)c(Nc3ccccc3)n2)cn1,400
103904609,Cn1cc(Nc2ncc(Br)c(Nc3cccc(c3)C(=O)N)n2)cn1,401
103904610,Fc1cnc(Nc2ccccc2)nc1Nc3ccccc3,402
103904611,N(c1ccccc1)c2ccnc(Nc3ccccc3)n2,403
103904612,Cn1cc(Nc2ncc(Cl)c(Nc3ccccc3C(=O)N)n2)cn1,404
103904613,NC(=O)c1ccccc1Nc2nc(Nc3ccccc3)ncc2C(F)(F)F,405
103904614,OC(=O)c1ccccc1Nc2ccnc(Nc3cccc(F)c3)n2,406
103904615,OC(=O)c1ccccc1Nc2ncnc(Nc3ccc(F)cc3)n2,407
103904616,OC(=O)c1ccccc1Nc2ncnc(Nc3ccc4cn[nH]c4c3)n2,408
103904617,OC(=O)c1ccccc1Nc2ncnc(Nc3cccc(F)c3)n2,409
103904618,Cc1ccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)cc1F,410
103904619,OC(=O)c1ccccc1Nc2ccnc(NCc3cccc(O)c3)n2,411
103904620,Nc1csc(Nc2ccccc2)n1,412
103904621,NC1CCCCC1Nc2nccc(Nc3ccccc3C(=O)O)n2,413
103904622,COc1ccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)cc1O,414
103904623,OC(=O)c1ccccc1Nc2nc(Nc3cccc(O)c3)ncc2F,415
103904624,Cc1cccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)c1,416
103904626,Cn1cc(Nc2ncc(Br)c(Nc3ccccc3Cl)n2)cn1,417
103904627,OC(=O)c1ccccc1Nc2nc(Nc3ccccc3)ncc2F,418
103904629,CCN1CCN(CC1)c2ccc(Nc3ncc(Cl)c(Nc4ccc(O)c(NC(=O)C)c4)n3)cc2,419
103904633,OC(=O)c1ccccc1Nc2ccnc(Nc3ccc(O)cc3)n2,420
103904634,COc1ccc(CNC(=O)Nc2ncc(s2)[N+](=O)[O-])cc1,421
103904635,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,422
103904636,CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1,423
103904637,COc1cc2CCN(C(=O)CN(C)C)c2cc1Nc3nc(Nc4cccc(F)c4C(=O)N)c5cc[nH]c5n3,424
103904638,CC[C@H]1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,425
103904639,CCCNC(=O)c1ccc(Nc2nc(CC)c3cc[nH]c3n2)cc1,426
103904640,CCCNC(=O)c1ccc(Nc2nc(CCC(F)(F)F)c3cc[nH]c3n2)cc1,427
103904641,CC[C@H]1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCCCC5)ncc3N(C)C1=O,428
103904642,CN(c1ccccc1CNc2nc(N)nc3[nH]ccc23)S(=O)(=O)C,429
103904643,CCN1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,430
103904644,COc1ccc(cc1)n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc23,431
103904645,NC(=O)c1cc2c(cnc(N)c2s1)c3ccc(Nc4oc5ccccc5n4)cc3,432
103904646,COc1cccc(Nc2ncnc3ccccc23)c1,433
103904647,NCCCOc1cc2C(=O)NCc2c(c1)c3ccc(Nc4oc5cc(Cl)ccc5n4)cc3,434
103904648,CN(C)CCCOc1cc2C(=O)NCc2c(c1)c3ccc(Nc4oc5ccccc5n4)cc3,435
103904649,CCN1C(=O)SC(=C1C)c2ccnc(Nc3cccc(OC)c3)n2,436
103904650,NCCCOc1cc2C(=O)NCc2c(c1)c3ccc(Nc4oc5ccccc5n4)cc3,437
103904651,O=C1NCc2c1cccc2c3ccc(Nc4oc5ccccc5n4)cc3,438
103904652,C(Oc1ccc(Nc2ncnc3ccccc23)cc1)c4ccccc4,439
103904653,COc1cc(Nc2ncc(c(N)n2)C(F)(F)F)cc(OC)c1OC,440
103904654,COc1cc(Nc2ncc(c(OC)n2)C(F)(F)F)cc(OC)c1OC,441
103904655,COc1ccc(CNC2=C(Nc3ccc4[nH]ncc4c3)C(=O)C2=O)cc1,442
103904656,NC(=O)c1cccc2cn[nH]c12,443
103904657,NCCC(C(=O)Nc1ccc2[nH]ncc2c1)c3ccc(Cl)c(Cl)c3,444
103904658,CC(=O)Nc1cccc(CNC2=C(Nc3ccc4[nH]ncc4c3)C(=O)C2=O)c1,445
103904659,Clc1ccc(CNC(=O)Nc2ccc3[nH]ncc3c2)cc1Cl,446
103904660,CN(C1=C(NCc2ccc(Cl)cc2Cl)C(=O)C1=O)c3ccc4[nH]ncc4c3,447
103904661,Clc1ccccc1CC(=O)Nc2ccc3cn[nH]c3c2,448
103904662,Clc1ccc(CNC2=C(Nc3ccc4[nH]ncc4c3)C(=O)C2=O)c(Cl)c1,449
103904663,Fc1cccc(c1)C(=O)Nc2ccc3[nH]ncc3c2,450
103904664,Clc1ccc(cc1)C(=O)Nc2ccc3[nH]ncc3c2,451
103904665,Clc1ccc(cc1)C(=O)Nc2ccc3cn[nH]c3c2,452
103904666,Brc1ccc(CNC(=O)Nc2ccc3[nH]ncc3c2)cc1,453
103904671,COc1cccc(NC(=O)N2CCC(CC2)c3nc4c(cccc4[nH]3)C(=O)N)c1,454
103904672,COc1ccc(OC)c(NC(=O)c2cnn3c(ccnc23)c4ccccc4)c1,455
103904673,COc1cccc2NC(=O)c3ccc(Nc4ccncc4)cc3Nc12,456
103904674,COc1ccccc1NC(=O)c2cnn3c(ccnc23)c4ccccc4,457
103904675,COc1cccc(NC(=O)c2cnn3c(ccnc23)c4ccccc4)c1,458
103904676,Clc1ccc2c(c1)C(=O)NS2(=O)=O,459
103904677,NC(=O)c1sc2ccc(Cl)c(Cl)c2c1NC(=O)c3ccc(Cl)cc3,460
103904678,Nc1cc(ccc1NC2CCCCC2)S(=O)(=O)NC(=O)c3ccc(cc3)c4ccc(F)cc4,461
103904679,Clc1cccc2c1C(=O)NS2(=O)=O,462
103904682,O=C(NCCc1cccs1)N2CCC(=CC2)c3c[nH]c4ncccc34,463
103904683,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3,464
103904684,CN1CCN(CC1)c2ccc3nc([nH]c3c2)C4=C(N)c5c(F)cccc5NC4=O,465
103904685,NC(=O)c1cccc2[nH]c(nc12)c3ccc(cc3F)C4CCCNC4,466
103904686,NC(=O)c1cc(Cl)cc2[nH]c(nc12)c3ccc(cc3F)C4CCCNC4,467
103904687,CN1CCN(CCCNc2cccc(n2)c3nc4c(cccc4[nH]3)C(=O)N)CC1,468
103904688,NC(=O)c1cccc2[nH]c(nc12)c3ccncc3,469
103904689,CCOC(=O)c1cccc2[nH]c(nc12)c3ccc(cc3)N4CCC(N)C4,470
103904690,NC(=O)c1cccc2[nH]c(nc12)c3ccc(NC(=O)c4cccc(c4)S(=O)(=O)N5CCOCC5)cc3,471
103904691,CCN(CC)CCOc1ccc(cc1)c2nc3c(cccc3[nH]2)C(=O)N,472
103904692,NC(=O)c1cccc2[nH]c(nc12)c3ccc(cc3F)C4CCCCN4,473
103904693,CN(C)CCOc1cccc(c1)c2nc3c(cccc3[nH]2)C(=O)N,474
103904694,CCN(CC)CCCNc1cccc(n1)c2nc3c(cccc3[nH]2)C(=O)N,475
103904695,NC(=O)c1cccc2[nH]c(nc12)c3cccc(NCCN4CCCC4)n3,476
103904696,NC(=O)c1cccc2[nH]c(nc12)c3ccc(nc3)N4CCN(Cc5ccccc5)CC4,477
103904697,NC(=N)Cc1cccc(c1)c2nc3ccccc3[nH]2,478
103904698,NC(=O)c1cccc2[nH]c(nc12)c3ccc(cc3)n4ccc(CN5CCCCC5)c4,479
103904699,CCCCN1CCN(CC1)c2ccc(cc2)c3nc4c(cccc4[nH]3)C(=O)N,480
103904700,CCCCN1CCN(CC1)c2ccc(cn2)c3nc4c(cccc4[nH]3)C(=O)N,481
103904701,ON=C1c2ccccc2c3ccc(NS(=O)(=O)c4ccccc4F)cc13,482
103904702,COc1cccc(CNC(=O)c2cc3c(n[nH]c3s2)c4ccccc4)c1,483
103904703,COc1cccc(\C=C/2\S\C(=N/c3ccccc3)\NC2=O)c1,484
103904704,O=C(Cc1cccs1)Nc2nc3ccccc3s2,485
103904705,Cc1ccccc1NC(=O)Nc2ccc(NC(=O)c3csc4ncnc(N)c34)cc2,486
103904706,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(ccc4Nc3c2)C(=O)NCCCN(C)C,487
103904707,Nc1ncnc2Nc3ccccc3NC(=O)c12,488
103904708,COc1cc(ccc1O)c2ccc3C(=O)Nc4cccc(O)c4Nc3c2,489
103904709,O=C1Nc2ccccc2Nc3ccccc13,490
103904710,Cc1ccc2Nc3ccccc3NC(=O)c2c1,491
103904711,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(ccc4Nc3c2)C(=O)NCc5cccc(F)c5,492
103904712,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(ccc4Nc3c2)C(=O)NCCNC(=O)C,493
103904713,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(ccc4Nc3c2)[N+](=O)[O-],494
103904714,O=C1Nc2ccccc2Nc3nnccc13,495
103904715,CN(c1ccccc1c2ccc3C(=O)Nc4ccccc4Nc3c2)S(=O)(=O)C,496
103904716,CS(=O)(=O)Nc1ccccc1c2ccc3C(=O)Nc4ccccc4Nc3c2,497
103904717,CN(C)S(=O)(=O)c1ccccc1c2ccc3C(=O)Nc4ccccc4Nc3c2,498
103904718,Cc1cc(ccn1)c2ccc3C(=O)Nc4ccccc4Nc3c2,499
103904719,Fc1cnccc1c2ccc3C(=O)Nc4ccccc4Nc3c2,500
103904720,Clc1cnccc1c2ccc3C(=O)Nc4ccccc4Nc3c2,501
103904721,COc1cc(cc(OC)c1OC)c2ccc3Nc4cc(ccc4C(=O)Nc3c2)c5ccccc5NS(=O)(=O)C,502
103904722,COc1cc(ccc1CC#N)c2ccc3C(=O)Nc4cc(CCOc5ccc(cc5)N6CCOCC6)ccc4Nc3c2,503
103904724,COC(=O)c1ccccc1c2ccc3C(=O)Nc4ccccc4Nc3c2,504
103904725,COc1cc(ccc1OCC(O)CO)c2ccc3C(=O)Nc4cc(CCOc5ccc(cc5)N6CCOCC6)ccc4Nc3c2,505
103904726,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(OC)c(OCCCCO)cc4Nc3c2,506
103904729,Fc1ccccc1CNC2=C(Nc3ccncc3)C(=O)C2=O,507
103904730,Brc1ccc(cc1)C2=NOC(=O)/C/2=C/c3ccc4OCOc4c3,508
103904731,Clc1cc(Nc2nc(NC3CC3)c4sccc4n2)ccc1N5CCOCC5,509
103904732,CCN1CCN(CC1)c2ccc(Nc3nccc(Nc4ccc5[nH]ncc5c4)n3)cc2,510
103904733,NCCOc1cccc(Nc2ccnc(N)n2)c1,511
103904735,Cc1n[nH]c2ccc(cc12)c3cccnc3,512
103904736,OCCNc1cc2cc(ccc2cn1)c3cccnc3,513
103904737,COc1cc(ccc1O)c2ccc3[nH]nc(C(=O)Nc4ccccc4)c3c2,514
103904738,COc1cccc(c1)[C@@H](C)NC(=O)c2cc(C)c(s2)c3ccc4[nH]nc(C)c4c3,515
103904739,CC(=O)NCC(=O)N1C2CCC1c3cc(Nc4ncc(c(NC5CCC5)n4)C(F)(F)F)ccc23,516
103904740,Fc1ccc(cc1)C(=O)Nc2cccc(c2)C3Nc4ccc5ccccc5c4C6C=CCC36,517
103904741,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cccc(c3)C(F)(F)F)cc2)ccn1,518
103904742,Nc1ncnc2NCCC(=Nc12)c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3,519
103904743,C\C(=N\NC(=N)N)\c1cc(NC(=O)c2cccc(c2)C(=O)Nc3cc(cc(c3)\C(=N\NC(=N)N)\C)\C(=N/NC(=N)N)\C)cc(c1)\C(=N\NC(=N)N)\C,520
103904744,CNc1ncnc2NCCC(=Nc12)c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3,521
103904745,Cc1ccc(cc1)C(=O)Nc2c(C#N)sc3ccc(Cl)c(Cl)c23,522
103904746,Cc1ccc(cc1)C(=O)Nc2c(sc3ccc(Cl)c(Cl)c23)C(=O)N,523
103904747,Oc1ccc(Cl)cc1C(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F,524
103904748,FC(F)(F)c1cccc(NC(=O)Nc2ccc(cc2)n3cnc4ccccc34)c1,525
103904749,N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc3c[nH]c4ccccc34,526
103904750,OC(COc1cncc(\C=C\c2ccncc2)c1)Cc3c[nH]c4ccccc34,527
103904751,N[C@H](COc1cncc(c1)c2cc3cnccc3s2)Cc4c[nH]c5ccccc45,528
