Cmpd_ID,PUBCHEM_SID,Canonical_Smiles,External_Cmpd_ID,External_Source,Cluster,ClusterSize,Cluster_MCSS,Molecular_Weight,ALogP,Num_H_Acceptors,Num_H_Donors,tPSA,Promiscuity_1uM,CDK7,CDK8,CDK9,CHEK1,CLK2,CSF1R,CSNK1A1,DAPK3,DYRK1A,DYRK1B,FGFR1,FLT1,FLT3,FYN,GPRK5,GSK3A,GSK3B,IGF1R,IKBKE,JAK2,JAK3,KDR,LCK,LIMK1,LRRK2,LTK,MAP2K1,MAP2K2,MAP4K2,MAP4K4,MAPK14,MAPK8,MAPK9,MST1R,NEK2,NTRK1,NTRK2,NTRK3,PAK4,PDGFRA,PDGFRB,PIM1,PRKAA1,PRKACA,PRKCN,PRKCQ,PRKX,PTK2,RET,ROCK1,RPS6KA3,STK12,STK6,TAO1,TBK1,TYRO3,CLK4,MET,CDC2L6,ITK,PLK1,PLK4,PIM3,AKT1,AKT2,AKT3,INSR,PLK3,EGFR,ERBB2,FGFR3,KIT,PIM2,PTK6,TYK2,HCK,MAP3K10,ROCK2,SGK,CAMKK2,MAPK10,MARK3,MARK4,MELK,ROS1,SIK2,STK3,BLK,CAMK1,CAMK2D,CAMK2G,CDC42BPA,CDC7,CDK2,CHEK2,CSNK1G1,CSNK1G2,CSNK1G3,HIPK2,IRAK1,IRAK4,MAPK1,MINK,MKNK2,NEK4,PDPK1,PHKG2,PKN2,PRKCD,PRKCG,PRKD2,RPS6KA5,RPS6KB1,SRC,STK17A,STK22B,STK22D,CDC2,CSNK2A1,DYRK3,HIPK4,KIAA1811,MAPKAPK2,PAK1,PRKCI,FRK,MAP4K5,TOPK,FER,SLK,CAMK2B,CSNK1D,DCAMKL1,DYRK4,EPHA2,ERBB4,MAPK12,MAPK13,MAPKAPK3,SRPK1,ZAK,MAPKAPK5,MATK,PRKG1,PRKG2,SRMS,AXL,CHUK,FES,FLT4,LYN,MARK2,PRKCZ,PTK2B,SYK,IKBKB,EEF2K,WEE1,BRAF,BMX,RPS6KA4,STK33,PASK,NLK,ALK,BTK,CAMK1D,CAMK2A,CDK5,ABL1,ACK1,ACVR1
1402,,,,,14,35,C1CCC(CC1)Nc2ccccn2,300.37874,1.858,4,2,65.04,0.8,,,,,,,,,,,,,,,,,6.6,,,,,,,,,,,,,7.3,,,,,,,,,,,,< 5.0,,6.1,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,8.6,6.6,,,,,6,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,,,,,14,35,C1CCC(CC1)Nc2ccccn2,342.82266,3.382,4,3,73.83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,,,,,14,35,C1CCC(CC1)Nc2ccccn2,406.91121,4.315,4,2,71.42,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 6.8,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,,,,,14,35,C1CCC(CC1)Nc2ccccn2,455.98029,3.957,6,2,75.3,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 6.4,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,,,,,15,10,O=C(Nc1ccccc1)c2cnn3c(ccnc23)c4ccccc4,283.32508,0.96,4,2,63.25,0.15,,,,6.7,5.7,< 5.6,6.1,< 5.9,5.3,,< 5.3,,< 5.6,< 6.1,,< 5.1,< 5.2,< 5.7,,< 5.8,< 5.8,< 5.1,< 5.6,5.7,,,,,< 5.2,6.5,,< 5.5,< 5.4,,< 5.0,< 5.6,< 5.3,< 5.9,< 5.3,,,7.1,< 5.8,< 5.1,6.6,,6.4,6.1,< 5.9,5.7,6.2,< 5.2,< 5.8,5.7,,< 5.7,5.5,< 5.5,< 4.0,< 5.8,< 5.1,< 5.4,6.7,6.1,5.9,5.8,< 5.3,< 5.1,< 5.7,< 5.8,< 5.7,< 5.9,6.6,,< 5.7,,,6.2,5.3,,,< 5.2,,6.5,< 5.7,,6,< 5.8,< 5.3,6.2,< 5.2,5.5,< 5.9,5.7,6.1,5.8,5.8,6.1,< 5.5,< 5.1,,< 5.1,< 5.1,< 5.0,< 5.2,< 5.4,6,6.3,5.5,5.5,6,6.9,5.6,< 5.7,5.4,< 5.8,< 5.8,< 5.1,< 5.2,5.5,< 5.1,< 5.0,5.6,< 5.0,5.8,< 5.6,< 5.1,6,< 5.8,6,< 5.1,5.5,< 5.0,5.9,< 5.5,< 5.4,< 5.2,< 5.1,5.5,5.8,< 5.1,< 5.8,< 5.7,6.5,6.6,< 5.8,< 5.7,,< 5.7,< 5.2,< 5.8,< 5.1,< 5.1,6,< 5.8,,5.6,,,,,,,,,< 5.9,,,5.9,,,
1409,,,,,15,10,O=C(Nc1ccccc1)c2cnn3c(ccnc23)c4ccccc4,332.35593,2.547,4,3,79.04,0.93,6.9,8.8,7,,8.1,,7.3,8.2,9,,,,8,,,,7.9,,,,6.6,,,,,,,,8,8,,,,,,,,,7.3,,,7.5,,7.4,7.4,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,6.6,,,5.8,,,9.8,6.8,,,,,8.8,,,,8.1,,,,,7.8,,,,,,,7.9,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5.8,,,,,,,,,,,,,,7.4,,,
1411,,,,,15,10,O=C(Nc1ccccc1)c2cnn3c(ccnc23)c4ccccc4,389.47015,3.824,2,3,70.22,0.05,< 5.4,8.2,< 5.8,< 5.5,< 5.4,< 5.6,5.6,< 5.3,< 5.7,< 5.6,< 5.4,< 5.4,< 5.5,< 5.2,< 5.4,< 5.4,< 5.4,< 5.6,< 5.5,< 5.6,< 5.3,< 5.6,< 5.2,< 5.5,< 5.6,< 5.6,< 5.5,< 5.4,< 5.6,< 5.3,< 5.4,< 5.3,< 5.4,< 5.4,< 5.5,6,6.9,6.8,< 5.3,< 5.6,< 5.7,< 5.2,< 5.5,< 5.9,< 5.4,< 5.6,< 5.5,< 5.2,< 5.5,< 5.4,< 5.4,< 5.4,< 5.8,< 5.2,< 5.5,< 5.5,< 5.6,< 5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5.2,< 5.2,< 5.6,< 5.4,< 5.5,< 5.6,< 5.4,< 5.4
1412,,,,,15,10,O=C(Nc1ccccc1)c2cnn3c(ccnc23)c4ccccc4,443.44154,4.28,2,3,70.23,0.05,< 5.4,8.3,< 5.8,< 5.5,< 5.4,< 5.6,< 5.4,< 5.3,< 5.7,< 5.6,< 5.4,< 5.4,< 5.5,< 5.2,6.2,< 5.4,< 5.4,< 5.6,< 5.5,< 5.6,< 5.3,< 5.6,< 5.2,< 5.5,< 5.6,< 5.6,< 5.5,< 5.4,< 5.6,5.9,< 5.4,< 5.3,6.1,< 5.4,< 5.5,5.7,5.7,5.9,< 5.3,< 5.6,< 5.7,< 5.2,< 5.5,< 5.9,< 5.4,< 5.6,< 5.5,< 5.2,< 5.5,< 5.4,< 5.4,< 5.4,< 5.8,< 5.2,< 5.5,< 5.5,< 5.6,< 5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5.2,< 5.2,< 5.6,< 5.4,< 5.5,< 5.6,< 5.4,< 5.4
1413,,,,,15,10,O=C(Nc1ccccc1)c2cnn3c(ccnc23)c4ccccc4,429.41496,3.793,2,3,70.23,0.5,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,< 5.7,,,,,,< 4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,,,,,16,11,O=C1NS(=O)(=O)c2ccccc12,362.42498,3.412,4,3,93.02,0.15,< 5.4,6.5,6.5,< 5.5,< 5.4,< 5.6,< 5.4,< 5.3,< 5.7,< 5.6,< 5.4,< 5.4,< 5.5,< 5.2,< 5.4,< 5.4,< 5.4,< 5.6,5.8,< 5.6,< 5.3,< 5.6,5.5,< 5.5,< 5.6,6.6,6.8,7,5.8,< 5.3,< 5.4,< 5.3,< 5.4,6.6,< 5.5,< 5.5,6.2,5.7,< 5.3,< 5.6,< 5.7,< 5.2,< 5.5,< 5.9,< 5.4,< 5.6,< 5.5,< 5.2,< 5.5,5.6,< 5.4,6.3,6.2,< 5.2,< 5.5,< 5.5,5.8,< 5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,< 5.2,< 5.6,< 5.4,6.2,< 5.6,< 5.4,5.5
1418,,,,,16,11,O=C1NS(=O)(=O)c2ccccc12,415.46278,3.581,4,3,82.7,0.3,< 5.4,5.5,< 5.8,7.1,7.3,< 5.6,6.3,< 5.3,< 5.7,< 5.6,< 5.4,< 5.4,< 5.5,< 5.2,6.2,6.4,6.5,< 5.6,< 5.5,< 5.6,< 5.3,< 5.6,< 5.2,5.7,6.5,< 5.6,5.8,5.4,6.2,5.5,< 5.4,5.8,< 5.4,< 5.4,< 5.5,< 5.5,< 5.4,< 5.5,< 5.3,< 5.6,< 5.7,< 5.2,6.4,7.7,6.1,6.8,6.3,< 5.2,< 5.5,9.1,5.5,6.4,6.8,5.8,< 5.5,< 5.5,7.6,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5.2,< 5.2,< 5.6,< 5.4,6.5,< 5.6,< 5.4,7.9
1419,,,,,16,11,O=C1NS(=O)(=O)c2ccccc12,407.84961,2.909,5,2,92.18,0.09,,,,< 5.1,7.2,< 5.6,< 5.2,< 5.9,6.7,,< 5.3,,5.7,< 6.1,,5.8,6.1,,,,,< 5.1,< 5.6,< 5.0,,,,,< 5.2,5.8,,< 5.5,< 5.4,,< 5.0,< 5.6,< 5.3,< 5.9,< 5.3,,,5.4,< 5.8,6.6,6,,6.8,< 5.8,,6.6,5.4,< 5.2,< 5.8,< 5.0,,< 5.7,6.6,< 5.5,,,< 5.1,< 5.4,< 5.1,6.1,5.5,5.3,< 5.3,5.7,,,< 5.7,< 5.9,< 5.8,,,,,7.1,< 5.0,,,< 5.2,,< 5.8,< 5.7,,< 5.1,< 5.8,< 5.3,5.9,5.6,5.5,< 5.9,5.4,< 5.8,< 5.2,< 5.1,< 5.2,< 5.5,< 5.1,< 5.0,< 5.1,5.3,5,< 5.2,< 5.4,< 5.3,5.5,6.2,5.8,5.4,6.7,< 5.2,< 5.7,< 5.4,< 5.8,< 5.8,< 5.1,< 5.2,5.5,< 5.1,< 5.0,5.1,< 5.0,< 5.3,< 5.6,< 5.1,< 5.0,< 5.8,< 5.0,< 5.1,< 5.1,< 5.0,< 5.1,< 5.5,< 5.4,< 5.2,< 5.1,< 5.0,5.1,< 5.1,< 5.8,,< 5.7,< 5.8,< 5.8,< 5.7,,< 5.7,5.8,< 5.8,< 5.1,< 5.1,< 5.8,< 5.8,,< 5.4,,,,,,,,,< 5.9,,,< 5.0,< 6.2,,
1421,,,,,16,11,O=C1NS(=O)(=O)c2ccccc12,402.42096,3.213,4,2,80.05,0.14,< 5.4,< 5.4,< 5.8,6.1,< 5.4,< 5.6,< 5.4,< 5.3,< 5.7,< 5.6,< 5.4,< 5.4,< 5.5,< 5.2,< 5.4,6.5,6.2,< 5.6,< 5.5,< 5.6,< 5.3,< 5.6,< 5.2,< 5.5,< 5.6,< 5.6,< 5.5,< 5.4,< 5.6,< 5.3,< 5.4,< 5.3,< 5.4,< 5.4,< 5.5,< 5.5,< 5.4,< 5.5,< 5.3,< 5.6,< 5.7,< 5.2,6.1,7.3,5.6,7,6.5,< 5.2,< 5.5,8.8,6,5.5,6,< 5.2,< 5.5,< 5.5,6.6,< 5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5.2,< 5.2,< 5.6,< 5.4,6,< 5.6,< 5.4,< 5.4
1422,,,,,16,11,O=C1NS(=O)(=O)c2ccccc12,390.47813,4.324,4,3,93.02,0.12,< 5.4,6.6,5.8,< 5.5,< 5.4,5.6,< 5.4,< 5.3,< 5.7,< 5.6,< 5.4,< 5.4,< 5.5,< 5.2,< 5.4,< 5.4,< 5.4,< 5.6,5.5,< 5.6,< 5.3,< 5.6,5.5,< 5.5,< 5.6,< 5.6,6.9,6.9,< 5.6,< 5.3,< 5.4,5.4,< 5.4,6.2,< 5.5,< 5.5,6.8,6.2,< 5.3,< 5.6,< 5.7,< 5.2,< 5.5,< 5.9,< 5.4,< 5.6,< 5.5,< 5.2,< 5.5,< 5.4,< 5.4,6.1,6.2,< 5.2,< 5.5,< 5.5,< 5.6,< 5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5.2,< 5.2,< 5.6,< 5.4,< 5.5,< 5.6,< 5.4,< 5.4
1424,,,,,16,11,O=C1NS(=O)(=O)c2ccccc12,415.46278,3.581,4,3,82.7,0.03,< 5.4,< 5.4,< 5.8,< 5.5,< 5.4,< 5.6,< 5.4,< 5.3,< 5.7,5.6,< 5.4,< 5.4,< 5.5,< 5.2,< 5.4,< 5.4,< 5.4,< 5.6,< 5.5,5.6,< 5.3,< 5.6,< 5.2,< 5.5,< 5.6,< 5.6,< 5.5,< 5.4,< 5.6,5.3,< 5.4,5.8,< 5.4,< 5.4,< 5.5,< 5.5,< 5.4,< 5.5,< 5.3,< 5.6,< 5.7,< 5.2,< 5.5,6.1,< 5.4,< 5.6,5.6,< 5.2,< 5.5,7.7,< 5.4,< 5.4,< 5.8,< 5.2,< 5.5,< 5.5,5.8,< 5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5.2,< 5.2,< 5.6,< 5.4,< 5.5,< 5.6,< 5.4,< 5.4
1428,,,,,17,2,C(N1CCC1)c2ccccc2,366.47987,2.337,4,2,71.25,0.09,,,,< 5.1,,,,,5.9,,,,,,,6.2,6.1,,,,,< 5.1,,< 5.0,,,,,,,,,,,< 5.0,,,,,,,5.4,< 5.0,< 5.1,,,,,,< 5.0,< 5.1,6.2,5.6,,,,,,,,< 5.1,5.6,,< 5.1,< 5.1,< 5.0,,5.4,,,,,,,,,,< 5.1,6.1,,,5.4,,,,,< 5.1,,< 5.1,,,< 5.0,,5.5,5.6,,,,,,< 5.0,5.1,,,,,,,< 5.1,< 5.1,5.1,,< 5.2,,,,,5.7,5.7,,,,< 5.1,< 5.0,,,,,,,,5.7,,,< 5.1,,< 5.2,< 5.1,< 5.0,,,,,,,,,,,5.3,,< 5.1,< 5.1,,,,,,,,,,,,,,,,5.8,,,
1429,,,,,18,10,O=C1Nc2ccccc2Nc3ccccc13,404.46495,1.467,5,2,87.55,0.85,6.5,6.1,6.9,7,6.5,6.5,6.5,6.8,6.4,6.9,6,6.6,6.4,5.8,5.9,6.9,6.7,5.7,6.5,6.9,6.7,7.4,6.1,7,7.9,6.9,6.1,6.1,7.3,6.7,< 5.4,6.2,5.5,7.4,< 5.5,6.2,7.1,6.7,6.5,6.8,7.3,6,7.4,7.1,6.4,6.6,6.9,6.5,6.7,7.1,6.8,7.1,7,6.1,6.8,6.4,6.9,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,5.6,6.3,6.4,7.1,6.6,6.6,6.1
1430,,,,,18,10,O=C1Nc2ccccc2Nc3ccccc13,404.46495,1.865,5,2,88.07,0.73,6.6,6.5,7.4,,7.1,7.1,7.1,6.7,6.8,7,6.4,7.1,6.4,6,5.5,6.9,6.9,< 5.6,6.8,6.6,6.4,7.7,6.3,,7.9,6,6.3,5.8,7.2,6.6,< 5.4,6.9,6.2,6.2,,< 5.5,< 5.4,< 5.5,6.1,6.5,6.9,5.5,6.9,6.1,6.5,< 5.6,7.2,5.7,7.3,6.2,6.3,7.5,7.4,6.2,6.8,6.1,7.9,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5.8,< 5.6,5.6,7.3,7.2,6,6.7
1431,,,,,18,10,O=C1Nc2ccccc2Nc3ccccc13,432.51811,2.808,5,2,88.07,0.53,6.5,7.9,6.9,< 5.5,6.7,6.5,7.6,6.2,6.3,6.9,5.9,6.6,5.8,5.7,< 5.4,6.6,6.7,< 5.6,5.6,6.7,5.9,6.9,5.9,6.8,7.1,6.4,5.8,5.9,6.9,5.9,< 5.4,7.2,6,5.5,< 5.5,< 5.5,< 5.4,< 5.5,5.8,6.3,6.4,5.4,6.4,6.9,6.1,< 5.6,6.2,5.9,6.7,7.4,5.9,6.4,6.6,6.4,6.9,< 5.5,7.7,< 5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5.8,< 5.6,< 5.4,7.2,6.8,5.6,6.3
1432,,,,,18,10,O=C1Nc2ccccc2Nc3ccccc13,470.5661,2.069,6,3,89.6,0.5,,,,,,,,,,,,,,,,,6.4,,,,,< 5.3,,,,,,,,6.2,,,,,,,,,,,,5,,5.3,,,,,,,,< 5.6,< 5.7,,,,6.4,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,7.9,6.6,,,,,< 5.5,,5.3,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,,,,,18,10,O=C1Nc2ccccc2Nc3ccccc13,520.62478,3.406,6,3,89.6,0.33,,,,,,,,,,,,,,,,,,,,,,< 5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,,,,,18,10,O=C1Nc2ccccc2Nc3ccccc13,354.40627,0.228,6,3,94.64,0.82,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,7.9,,,,,,,,,,,,7.4,,6,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,9.3,6.4,,,,,7.4,,5.8,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,,,,,18,10,O=C1Nc2ccccc2Nc3ccccc13,474.52998,2.54,6,3,95.16,0.15,< 5.4,< 5.4,< 5.8,,< 5.4,< 5.6,< 5.4,< 5.3,6.5,6.3,< 5.4,< 5.4,< 5.5,< 5.2,< 5.4,5.4,< 5.4,< 5.6,< 5.5,< 5.6,< 5.3,< 5.6,< 5.2,,< 5.6,< 5.6,< 5.5,< 5.4,< 5.6,5.9,< 5.4,5.7,< 5.4,< 5.4,,< 5.5,< 5.4,< 5.5,< 5.3,< 5.6,,< 5.2,< 5.5,7.1,< 5.4,7.6,6.5,< 5.2,< 5.5,9.7,5.8,,6.1,< 5.2,< 5.5,< 5.5,6.9,< 5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5.2,< 5.2,< 5.6,< 5.1,6.1,,< 5.4,< 5.4
1436,,,,,18,10,O=C1Nc2ccccc2Nc3ccccc13,554.68252,4.708,5,3,100.52,0.02,< 5.4,5.8,,,< 5.4,,< 5.4,< 5.3,,,< 5.4,< 5.4,< 5.5,< 5.2,< 5.4,< 5.4,< 5.4,,< 5.5,,< 5.3,,< 5.2,,,,< 5.5,< 5.4,,< 5.3,6.5,< 5.3,< 5.4,< 5.4,,,< 5.4,< 5.5,< 5.3,6,,< 5.2,< 5.5,,< 5.4,,< 5.5,< 5.2,5.7,< 5.4,< 5.4,,,< 5.2,< 5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5.2,< 5.2,,< 5.1,< 5.5,,< 5.4,< 5.4
1437,,,,,18,10,O=C1Nc2ccccc2Nc3ccccc13,483.60461,3.705,5,3,76.71,0.33,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5.6,< 5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,,,,,18,10,O=C1Nc2ccccc2Nc3ccccc13,520.62478,2.977,6,3,89.6,0.5,,,,,,,,,,,,,,,,,,,,,,< 5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,,,,,19,73,O=C(CCc1c[nH]c2ccccc12)Nc3cncc(C=Cc4ccncc4)c3,368.4344,3.641,4,4,95.41,0.53,< 5.8,6.5,5.8,6,7.4,< 5.6,< 5.4,6.8,8.3,8.1,< 5.4,6.4,6.4,6.1,< 5.4,6.7,6.6,< 5.6,6.1,< 5.6,5.8,7.1,5.6,6.5,6.9,6.1,6.5,6.3,6.1,6.7,5.7,6.6,5.6,5.9,5.5,6.2,6.3,6.1,5.5,6.4,6.4,5.8,6.3,6.7,5.6,5.7,5.9,< 5.2,5.9,6.3,6,5.6,< 5.8,5.6,7,< 5.5,,< 5.6,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,,,,,,,8.9,6.3,,,,,6.4,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,< 5.2,5.8,6.3,6.5,6,6,7
1440,,,,,19,73,O=C(CCc1c[nH]c2ccccc12)Nc3cncc(C=Cc4ccncc4)c3,333.344,1.68,5,4,102.4,0.81,8.2,9.6,7.8,6.7,,6.2,7.5,8.8,,,6.5,7.5,7.7,7.6,,,,< 5.7,6.1,6.5,7.2,8.1,6.4,,,6.8,,,,,,7,7.6,,6.1,6.9,6.3,7.6,7.1,6.5,,< 8.3,7.9,8,7.5,,7.9,,7.3,8.3,< 7.6,7.1,,6.8,8.1,< 5.6,,5.9,,7.5,7.3,7.3,8,7.1,6.4,7.2,5.4,6.8,6.7,6.9,7.2,6.6,7.7,6.6,7.2,,,< 8.5,7.2,,,7.7,,7.7,6.9,,8.2,7.9,< 6.0,7.2,7.5,8.4,,,7.2,8,7.6,7.7,8.3,8.5,7.9,8.3,< 8.6,7.4,7.4,6.8,6.9,,< 8.5,7.6,7.6,,7.6,6.6,8,7.7,7.5,< 8.5,7.7,8.4,7.8,6.6,5.6,5.6,6.9,7.4,< 8.0,7.4,,7.9,6.7,7.4,5.8,8,< 5.5,6.2,7.4,7.2,< 5.0,6.7,7.5,< 5.8,< 5.7,7.5,7.7,7.2,,,,8.1,,7.3,6.9,,< 5.8,,,,,,,,,,5.8,< 5.5,,6,,6.8,< 5.4,
1441,,,,,19,73,O=C(CCc1c[nH]c2ccccc12)Nc3cncc(C=Cc4ccncc4)c3,390.43837,1.139,6,4,117.42,0.75,8,8.7,8,,< 7.6,5.9,7.5,8.6,9.4,8.7,5.9,6.1,,,6.6,8.2,< 8.3,,< 5.5,6.4,6.4,7.5,6.2,,8.8,7.1,6.6,,7.4,< 8.4,,,,,,,,,7.9,< 5.9,,< 8.4,,7.5,,7.8,7.8,< 5.2,7.4,7.8,7.9,,,7.5,6.9,5.6,< 8.7,,,,,,,,,,,,,,,5.3,,,,6,6.5,7.9,6.5,7,6.6,7.1,7.1,9,7,7.8,6.5,,,7,,,9.9,7.4,,,,,8.5,,7.8,,8.8,,,,,7.9,,,,,,,8.1,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5.8,,,,,,,,,,7.2,< 5.2,< 5.6,6.8,8.3,,< 5.4,6.7
