CHEMBL_ID,smiles,index
CHEMBL1681932,CCNC(=O)Nc1ccc(Oc2ncnc(N)c2\C=N\OC)cc1Cl,752
CHEMBL1682335,CCCc1cn(nn1)c2ccc3[nH]ncc3c2,753
CHEMBL1682336,COCc1cn(nn1)c2ccc3[nH]ncc3c2,754
CHEMBL1682337,OCCCc1cn(nn1)c2ccc3[nH]ncc3c2,755
CHEMBL1682338,C1CC1c2cn(nn2)c3ccc4[nH]ncc4c3,756
CHEMBL1682339,C1CCC(C1)c2cn(nn2)c3ccc4[nH]ncc4c3,757
CHEMBL1682340,C(C1CCCCC1)c2cn(nn2)c3ccc4[nH]ncc4c3,758
CHEMBL1682341,C(c1ccccc1)c2cn(nn2)c3ccc4[nH]ncc4c3,759
CHEMBL1682342,C(Cc1cn(nn1)c2ccc3[nH]ncc3c2)c4ccccc4,760
CHEMBL1682343,C(Cc1ccccc1)Cc2cn(nn2)c3ccc4[nH]ncc4c3,761
CHEMBL1682344,c1cc2[nH]ncc2cc1c3c[nH]nn3,762
CHEMBL1682345,C(c1ccccc1)n2cc(nn2)c3ccc4[nH]ncc4c3,763
CHEMBL1682346,Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3,764
CHEMBL1682357,C(c1ccccc1)c2cc(on2)c3ccc4[nH]ncc4c3,765
CHEMBL1682358,Nc1n[nH]c2ccc(cc12)c3onc(Cc4ccccc4)c3,766
CHEMBL1682359,CCCc1cc(on1)c2ccc3[nH]ncc3c2,767
CHEMBL1682360,C(N1CCCCC1)c2cc(on2)c3ccc4[nH]ncc4c3,768
CHEMBL1682540,c1cnc2nc(cn2c1)c3ccc4[nH]ncc4c3,769
CHEMBL1682545,N(c1ccccc1)c2nc(cs2)c3ccc4[nH]ncc4c3,770
CHEMBL1682546,C(Nc1nc(cs1)c2ccc3[nH]ncc3c2)c4ccccc4,771
CHEMBL1682552,C1CCC(CC1)Nc2c(nc3ncccn23)c4ccc5[nH]ncc5c4,772
CHEMBL1682553,CC(C)Nc1c(nc2ncccn12)c3ccc4[nH]ncc4c3,773
CHEMBL1682554,CCCCNc1c(nc2ncccn12)c3ccc4[nH]ncc4c3,774
CHEMBL1682557,CN(C)CCn1cnc(c2ccc(F)cc2)c1c3ccc4[nH]ncc4c3,775
CHEMBL1682558,Fc1ccc(cc1)c2ncn(CCN3CCOCC3)c2c4ccc5[nH]ncc5c4,776
CHEMBL1682559,Fc1ccc(cc1)c2ncn(CCCN3CCOCC3)c2c4ccc5[nH]ncc5c4,777
CHEMBL1682560,Fc1ccc(cc1)c2ncn(C3CCN(Cc4ccccc4)C3)c2c5ccc6[nH]ncc6c5,778
CHEMBL1684800,COc1ccc(Cn2ncc(NC(=O)c3cc(NC(=O)Nc4ccc(Cl)c(c4)C(F)(F)F)ccc3C)c2N)cc1,779
CHEMBL1684984,CS(=O)(=O)N1CCc2c1nc(nc2c3cnc(N)nc3)N4CCOCC4,780
CHEMBL1687,[Cl-].COc1cc2CC[N+](C)(C)[C@@H]3Cc4ccc(O)c(Oc5cc6[C@H](Cc7ccc(Oc(c1O)c23)cc7)N(C)CCc6cc5OC)c4,781
CHEMBL1688215,Nc1nccc(n1)c2ccc3c(N)n[nH]c3c2,782
CHEMBL1688860,CN(C)Cc1cc(cc(c1)C(F)(F)F)C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5NC(=O)CCc45)cc3C2,783
CHEMBL1688861,CC(C)(N)c1cc(cc(c1)C(F)(F)F)C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5NC(=O)CCc45)cc3C2,784
CHEMBL169186,COc1cc2c(Nc3c(Cl)ccc4OCOc34)ncnc2cc1OCCCN5CCCCC5,785
CHEMBL16958,O=C1NCc2c1c3c4ccccc4[nH]c3c5[nH]c6ccccc6c25,786
CHEMBL169757,Nc1ncnc2c1c(cn2c3ccccc3)c4ccccc4,787
CHEMBL1697694,COc1cc2O[C@H]3OC=C[C@H]3c2c4OC(=O)C5=C(CCC5=O)c14,788
CHEMBL170518,C[C@@H]1C[C@]2(OC(=O)C)[C@H]([C@@H]3C=C(CO)C[C@@]4(O)[C@@H](C=C(C)C4=O)[C@@]13O)C2(C)C,789
CHEMBL17157,CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,790
CHEMBL1721885,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN4CCOCC4,791
CHEMBL1726,COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OCC(C)C)C,792
CHEMBL1727,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccccc3)C2=O)C(=O)O,793
CHEMBL1727312,O=C1Nc2ccccc2Nc3ccccc13,794
CHEMBL1729,COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC,795
CHEMBL172973,COc1cccc(c1)c2cn(c3ccccc3)c4ncnc(N)c24,796
CHEMBL1732,CN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,797
CHEMBL17370,CSc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,798
CHEMBL1738710,Cc1ccc(cc1N2C=NC(=C(Cl)C2=O)OCc3ccc(F)cc3F)C(=O)NCCO,799
CHEMBL1738719,Fc1ccc(cc1)S(=O)(=O)Nc2cc(cnc2Cl)c3ccc4nccc(N5CCOCC5)c4c3,800
CHEMBL1738758,CN1CCN(CC1)c2ccc(OC(F)(F)F)c(Nc3ncc4CCc5c(nn(CCO)c5c4n3)C(=O)N)c2,801
CHEMBL1739550,Cc1cn2c(cnc2c(Nc3cc(CN4CCCCC4)ns3)n1)c5cn[nH]c5,802
CHEMBL174,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,803
CHEMBL1741,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,804
CHEMBL1744448,[Br-].CC(O)[C@H](NC(=O)[C@@H](C)[C@@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)c1cc(N)nc(n1)C(CC(=O)N)NCC(N)C(=O)N)C(O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O[C@H]3O[C@H](CO)[C@@H](O)[C@H](OC(=O)N)[C@@H]3O)c4c[nH]cn4)C(=O)NCCc5nc(cs5)c6nc(cs6)C(=O)NCCC[S+](C)C,805
CHEMBL1747,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,806
CHEMBL175,CC(C)Cc1ccc(cc1)[C@H](C)C(=O)O,807
CHEMBL1751,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4)O[C@@H]3C)O[C@@H]2C,808
CHEMBL1752,CN1C(=O)N(C)c2ncn(CC(O)CO)c2C1=O,809
CHEMBL175225,[Cl-].Oc1cc2cccc[n+]2c3c(Cl)cccc13,810
CHEMBL1754,CCN1CC(CCN2CCOCC2)C(C1=O)(c3ccccc3)c4ccccc4,811
CHEMBL175409,COc1cccc(c1)c2cn(c3ccc(CC(=O)NCCO)cc3)c4ncnc(N)c24,812
CHEMBL175862,CC(C)(Nc1nc(O)nc(Nc2ccc3ncsc3c2)n1)c4ccccc4,813
CHEMBL1760,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,814
CHEMBL1760035,COc1cc(Nc2nccc(Nc3cnc4ccccc4c3)n2)cc(OC)c1OC,815
CHEMBL1760057,C(COc1ccc(Nc2nccc(Nc3cnc4ccccc4c3)n2)cc1)CN5CCCCC5,816
CHEMBL176019,CC(C)N(Cc1ccccc1)c2nc(O)nc(Nc3ccc4ncsc4c3)n2,817
CHEMBL176078,CCN(Cc1ccccc1)c2nc(O)nc(Nc3ccc4ncsc4c3)n2,818
CHEMBL1761512,CCCS(=O)(=O)N1CCC(CC1)c2c[nH]c3c(cc(cc23)c4ccccc4)C(=O)N,819
CHEMBL1762,CC(N)C(=O)Nc1c(C)cccc1C,820
CHEMBL1762110,CC(=O)NC[C@@H]1CC[C@H](CC1)c2nc(c3cc4ccccc4[nH]3)c5c(N)nccn25,821
CHEMBL1762114,CN(C)C(=O)N1CCC(CC1)c2nc(c3cc4ccccc4[nH]3)c5c(N)nccn25,822
CHEMBL1765602,Nc1ccc(cn1)c2ccc3ncc4C=CC(=O)N(c5cccc(c5)C(F)(F)F)c4c3c2,823
CHEMBL1765740,CNc1nc(cc(n1)c2ccc3c(N)n[nH]c3c2)N4C[C@H](CC[C@H]4C)C(=O)NC5CCCCC5,824
CHEMBL1765781,CNc1cncc(n1)C2=CNC(=O)C(=C2)NC(=O)c3ccc(cc3)N4CCC[C@H]4CN5CCCC5,825
CHEMBL1766,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,826
CHEMBL1766529,CC(=O)N1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F,827
CHEMBL177,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O,828
CHEMBL1771,COC(=O)[C@@H](N1CCc2sccc2C1)c3ccccc3Cl,829
CHEMBL177298,CC(C)(Nc1nc(NO)nc(Nc2ccc3ncsc3c2)n1)c4ccccc4,830
CHEMBL177308,OC(=O)c1cccc(O)c1C(=O)c2c(O)cc(cc2O)C(=O)OC3Cc4ccccc4[C@H]3NC(=O)c5ccc(O)cc5,831
CHEMBL1773329,NS(=O)(=O)N1CCC(CC1)Nc2nccc(n2)c3ccc(cc3)S(=O)(=O)N4CCOCC4,832
CHEMBL1773334,O=S(=O)(N1CCNCC1)c2ccc(cc2)c3ccnc(NC4CCNCC4)n3,833
CHEMBL1774056,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(F)cc1C#N)c3ccc(F)cn3,834
CHEMBL177635,OC(=O)c1cccc(O)c1C(=O)c2c(O)cc(cc2O)C(=O)OC3CNC[C@H]3NC(=O)c4ccc(O)cc4,835
CHEMBL177688,OCCCNc1cncc(c1)c2cncc(Nc3cccc(Cl)c3)n2,836
CHEMBL177756,OC(=O)c1ccccc1C2=C3C=CC(=O)C=C3Oc4cc(O)ccc24,837
CHEMBL177780,CCCCCCC(C)CCCCCCCCCCC[C@@H]1N[C@@H](CO)[C@@H]1O,838
CHEMBL1779202,CC1(C)c2cc(ccc2C(=O)c3c1[nH]c4cc(ccc34)C#N)C5CCN(CC5)C6COC6,839
CHEMBL1779593,Oc1ccccc1C2CC(=NN2C(=O)c3occc3)c4cccnc4,840
CHEMBL178,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)C,841
CHEMBL178455,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC,842
CHEMBL1784637,CNC(=O)c1ncc(C#Cc2cc(ccc2C)C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(c3)C(F)(F)F)n1C,843
CHEMBL1784725,CCOC(=O)C1=C2C(=NC1=O)c3cccc4cccc2c34,844
CHEMBL178737,O=C(N1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c7cccc(C2)c37,845
CHEMBL1788116,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.N#C\C(=C/1\Nc2ccccc2S1)\c3ccnc(NCCc4cccnc4)n3,846
CHEMBL1789941,N#CC[C@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,847
CHEMBL1790041,CNC(=C[N+](=O)[O-])NCCSCc1oc(CN(C)C)cc1,848
CHEMBL179166,[Na+].[Na+].[Na+].[O-][V](=O)([O-])[O-],849
CHEMBL1793892,CN1CCN(CC1)c2ccc(OC(F)(F)F)c(Nc3ncc4CCc5c(nn(CCF)c5c4n3)C(=O)N)c2,850
CHEMBL1793896,CN1CCN(CC1)c2ccc(OC(F)(F)F)c(Nc3ncc4CCc5c(nn(C=C)c5c4n3)C(=O)N)c2,851
CHEMBL1794070,C[C@@H](Oc1cc(sc1C(=O)N)n2cnc3ccc(OC4CCN(C)CC4)cc23)c5ccccc5Cl,852
CHEMBL1794808,O[C@@H]1C[C@H](NC(=O)c2ccc(O)cc2)[C@@H](C1)OC(=O)c3cc(O)c(C(=O)c4c(O)cccc4C(=O)O)c(O)c3.O[C@H]5C[C@H](NC(=O)c6ccc(O)cc6)[C@@H](C5)OC(=O)c7cc(O)c(C(=O)c8c(O)cccc8C(=O)O)c(O)c7,853
CHEMBL1795875,CN1CCC(CC1)NC(=O)c2ccc(cc2)c3ccc(cc3C(F)(F)F)N4C(=O)C=Cc5cnc6ccc(cc6c45)c7cnc8ccccc8c7,854
CHEMBL180022,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,855
CHEMBL1802358,O=C1NC(=N/C/1=C\c2ccc3OCOc3c2)Nc4ccccc4,856
CHEMBL1807446,Cc1ccc(cc1Nc2ncnn3cc(C(=O)c4ccccc4)c(C)c23)C(=O)NC5CC5,857
CHEMBL181,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,858
CHEMBL1813625,CN1CCN(CC1)c2ccc(cc2)C3=Cc4c(C(=O)N3)c(N)nn4C,859
CHEMBL1813632,Fc1ccc(cc1)N2C=CC=C(C(=O)Nc3ccc(Oc4ncnc5scc(c6ccccc6)c45)c(F)c3)C2=O,860
CHEMBL182,Nc1nc(O)c2ncn(COC(CO)CO)c2n1,861
CHEMBL1822792,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc2ccc3C=Cc4ncc(cc4C(=O)c3c2)c5cnn(C)c5,862
CHEMBL1823221,CCc1cc2C(=O)c3c([nH]c4cc(ccc34)C#N)C(C)(C)c2cc1N5CCN(CC5)C6COC6,863
CHEMBL1824332,COc1ccc(CNC(=O)Nc2nc3ccc(cc3s2)c4nnn[nH]4)cc1,864
CHEMBL1824334,COc1ccc(CNC(=O)Nc2cc(ccn2)c3nnn[nH]3)cc1,865
CHEMBL1824539,COc1ccc(CNC(=O)Nc2cc(ccn2)C#N)cc1,866
CHEMBL1824540,COc1ccc(CNC(=O)Nc2nc3ccc(cc3s2)[N+](=O)[O-])cc1,867
CHEMBL1825138,CC(Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,868
CHEMBL1834657,CCN1CCN(CC1)c2ccc(Nc3cc(ncn3)N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)cc2.OP(=O)(O)O,869
CHEMBL1835071,Cc1ccc(Nc2nc(N[C@@H]3CCOC[C@@H]3N)ncc2C(=O)N)cc1,870
CHEMBL1835870,Nc1nc(Nc2ccc(cc2)[C@@H]3CC[C@H](CC3)N4CCOCC4)nn1c5ccccn5,871
CHEMBL183844,Cc1cccc(NC(=O)Nc2ccc(cc2C)c3cccc4C(=O)NCc34)c1,872
CHEMBL184,Nc1nc(O)c2ncn(COCCO)c2n1,873
CHEMBL184847,Cc1ccc(NC(=O)Nc2ccc(cc2)c3cccc4C(=O)NCc34)cc1C,874
CHEMBL185,FC1=CNC(=O)NC1=O,875
CHEMBL185140,Clc1ccc(Cn2cc(CCC(=O)Nc3ccncc3)c4ccccc24)cc1,876
CHEMBL185238,Cc1cccc(n1)c2n[nH]cc2c3ccc4ncccc4n3,877
CHEMBL185569,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cccc4C(=O)NCc34)c1,878
CHEMBL186290,Cc1cc2CN(CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c(c1)c23)C(=O)N7CCCCC7,879
CHEMBL18701,CCCCOc1cc(CC2CNC(=O)N2)ccc1OC,880
CHEMBL1870106,CCn1c(nc2cncc(C(=O)N3CCC(N)C3)c12)c4nonc4N,881
CHEMBL1873703,ClC1=C(Cl)[C@@]2(Cl)[C@H]3[C@H]4C[C@H]([C@@H]5O[C@H]45)[C@H]3[C@]1(Cl)C2(Cl)Cl,882
CHEMBL187396,COc1cc(OC)cc(c1)c2cc3cnc(NCCCCN4CCOCC4)cc3nc2NC(=O)NC(C)(C)C,883
CHEMBL1879463,CN1C(=O)N(c2ccc(cc2)C(C)(C)C#N)c3c1cnc4ccc(cc34)c5cnc6ccccc6c5,884
CHEMBL18797,CSc1ccc(\C=C/2\C(=C(CC(=O)O)c3cc(F)ccc23)C)cc1,885
CHEMBL188087,CCNC(=O)Nc1nc2cc(NCCCN3CCN(C)CC3)ncc2cc1c4cc(OC)cc(OC)c4,886
CHEMBL188386,OCCCCNc1cncc(c1)c2cncc(Nc3cccc(Cl)c3)n2,887
CHEMBL188434,CCn1c(nc2cncc(CNC3CCNCC3)c12)c4nonc4N,888
CHEMBL188502,Clc1cccc(Nc2cncc(n2)c3cncc(NCCCc4cccnc4)c3)c1,889
CHEMBL188921,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,890
CHEMBL189,CC1=C(C=C(C#N)C(=O)N1)c2ccncc2,891
CHEMBL1890036,CC(=NNC(=O)c1nnn(c2nonc2N)c1c3ccccc3)c4occc4,892
CHEMBL189059,COc1cc(OC)cc(c1)c2cc3cnc(NCCCN4CCN(C)CC4)nc3nc2NC(=O)NC(C)(C)C,893
CHEMBL189171,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3,894
CHEMBL189338,C[C@H]1CN(CCN1)c2ccc3nc(Nc4c(C)cccc4Cl)c5cncn5c3n2,895
CHEMBL189434,OCCNc1ncnc2oc(c3ccccc3)c(c4ccccc4)c12,896
CHEMBL189584,CCN(CC)CCCCNc1ncc2cc(c(NC(=O)NC(C)(C)C)nc2n1)c3cc(OC)cc(OC)c3,897
CHEMBL189851,CCNC(=O)Nc1nc2nc(NCCCN3CCN(C)CC3)ncc2cc1c4cc(OC)cc(OC)c4,898
CHEMBL189963,CC(=O)C1=C(C)c2cnc(Nc3ccc(cn3)N4CCNCC4)nc2N(C5CCCC5)C1=O,899
CHEMBL189995,COc1cc(OC)cc(c1)c2cc3cnc(NCCCN4CCN(C)CC4)cc3nc2NC(=O)NC(C)(C)C,900
CHEMBL190,CN1C(=O)N(C)c2nc[nH]c2C1=O,901
CHEMBL190161,COc1cc(OC)cc(c1)c2cc3cnc(NCCCCN4CCN(C)CC4)cc3nc2NC(=O)NC(C)(C)C,902
CHEMBL19019,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36O,903
CHEMBL1902627,CC(C)NCC(O)c1ccccc1Cl,904
CHEMBL1902981,CCc1ccc(cc1)C(=O)C(C)CN2CCCCC2,905
CHEMBL190389,CCNC(=O)Nc1nc2cc(NCCCCN(CC)CC)ncc2cc1c3cc(OC)cc(OC)c3,906
CHEMBL190783,CCNC(=O)Nc1nc2nc(NCCCCN(CC)CC)ncc2cc1c3cc(OC)cc(OC)c3,907
CHEMBL1908355,NC(=O)N1C(=O)\C(=C(/O)\c2cccs2)\c3cc(Cl)ccc13,908
CHEMBL1908391,CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nc(cs4)c5cccnc5)c3)CC1,909
CHEMBL1908394,C[C@@H](Oc1cc(sc1C(=O)N)n2cnc3ccc(CN4CCN(C)CC4)cc23)c5ccccc5C(F)(F)F,910
CHEMBL1908395,Cl.CN(C)CC(=O)N1CCC(CC1)c2ccc(NC(=O)c3nc(c[nH]3)C#N)c(c2)C4=CCCCC4,911
CHEMBL1908396,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)NC(C)c4nccs4,912
CHEMBL1908397,O=C(N1CCNCC1)c2ccc(\C=C\c3n[nH]c4ccccc34)cc2,913
CHEMBL1909048,Clc1ccccc1C(=O)N2CCC(Cc3ccccc3)CC2,914
CHEMBL1909049,COc1ccccc1C(=O)N2CCC(Cc3ccccc3)CC2,915
CHEMBL1909050,Cc1ccccc1C(=O)N2CCC(Cc3ccccc3)CC2,916
CHEMBL1909051,FC(F)(F)c1ccccc1C(=O)N2CCC(Cc3ccccc3)CC2,917
CHEMBL1909065,CO[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]2[C@]3(C)CC[C@@H](O3)[C@]4(C)CC[C@]5(C[C@H](O)[C@@H](C)[C@H](O5)[C@@H](C)[C@@H]6O[C@](O)(CC(=O)O)[C@@H](C)[C@H](OC)[C@H]6OC)O4)[C@H]7O[C@](C)(O)[C@H](C)C[C@@H]7C)O[C@@H](C)[C@@H]1OC,918
CHEMBL1909070,CC(C)(Oc1ccc(cc1)C2CCCc3ccccc23)C(=O)O,919
CHEMBL1909072,NC(=O)C1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,920
CHEMBL1909073,[Br-].CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c3ccccc3)CCCCC1,921
CHEMBL1909076,N[C@H](CSC(=S)NCc1ccccc1)C(=O)O,922
CHEMBL1909078,[Na+].[O-][As]=O,923
CHEMBL1909079,F[Sn]F,924
CHEMBL1909080,O.O.O.O.O.O.[Cl-].[Cl-].[Sr+2],925
CHEMBL190980,CONC(=O)c1cc(Nc2ncnn3cc(c4oc(nn4)C5CC5)c(C(C)C)c23)c(F)cc1F,926
CHEMBL190984,CN(C)CCNc1cncc(c1)c2cncc(Nc3cccc(Cl)c3)n2,927
CHEMBL191,CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4,928
CHEMBL191003,Nc1nc(Nc2ccc(cc2)S(=O)(=O)N)nn1C(=O)c3c(F)cccc3F,929
CHEMBL191023,CCN(CC)CCCCNc1cc2nc(NC(=O)NC(C)(C)C)c(cc2cn1)c3cc(OC)cc(OC)c3,930
CHEMBL191070,COc1cc(OC)cc(c1)c2cc3cnc(NCCCCCN4CCOCC4)cc3nc2NC(=O)NC(C)(C)C,931
CHEMBL191336,OCCCNc1cc(ccn1)c2ncnc(Nc3cccc(Cl)c3)n2,932
CHEMBL191384,N#C\C(=C/1\Nc2ccccc2S1)\c3ccnc(NCCc4cccnc4)n3,933
CHEMBL1914743,Fc1ccc(cc1)S(=O)(=O)Nc2cc(cnc2Cl)c3ccc4ncc(nc4c3)N5CCOCC5,934
CHEMBL1916359,[O-][n+]1ccc2c(ccnc2c1c3c(Cl)cccc3Cl)c4ccc(F)cc4Cl,935
CHEMBL1916891,CN(C)C\C=C\C(=O)N(C)c1cc2c(cc1F)nc(Nc3ccccc3C)c4cncn24,936
CHEMBL191913,CONC(=O)c1cc(Nc2ncnn3cc(c4oc(CC5CC5)nn4)c(C(C)C)c23)c(F)cc1F,937
CHEMBL192,CCCc1nn(C)c2C(=O)NC(=Nc12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(C)CC4,938
CHEMBL192101,CONC(=O)c1cc(Nc2ncnn3cc(c4oc(CC(C)C)nn4)c(C(C)C)c23)c(F)cc1F,939
CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]3[C@H]1Cc4cn(C)c5cccc3c45,940
CHEMBL192161,CC1(COc2ccc(Cl)cc2NC(=O)Nc3cnc(cn3)C#N)COC1,941
CHEMBL1922094,C[C@H](O)C(=O)N1CCN(Cc2sc3c(nc(nc3c2C)c4cnc(N)nc4)N5CCOCC5)CC1,942
CHEMBL1922224,CC(C)C\C=C\[C@@H](C)[C@H]1CC[C@H]2[C@H](CCc3cc(O)ccc3C)[C@@H](O)CC[C@]12C,943
CHEMBL1922225,CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2[C@H](CCc3cc(O)ccc3C)C(=O)CC[C@]12C,944
CHEMBL19224,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,945
CHEMBL19236,COc1nc(C)nc(Cl)c1NC2=NCCN2,946
CHEMBL1923983,CNc1nc2[nH]c(cc2c3c1ncn3C)c4cccc(CNC(=O)COC)n4,947
CHEMBL192856,CCN(CC)CCCCCNc1cc2nc(NC(=O)NC(C)(C)C)c(cc2cn1)c3cc(OC)cc(OC)c3,948
CHEMBL1929238,CN(C)CCN1CCN(CCC1=O)C(=O)c2cc(sc2NC(=O)Nc3cccc(Cl)c3Cl)C(C)(C)C,949
CHEMBL19299,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,950
CHEMBL193,COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OC)C,951
CHEMBL193136,CONC(=O)c1cc(Nc2ncnn3cc(c4n[nH]c(C)n4)c(C(C)C)c23)c(F)cc1F,952
CHEMBL193306,CONC(=O)c1cc(Nc2ncnn3cc(c4oc(C)cn4)c(C(C)C)c23)c(F)cc1F,953
CHEMBL1933288,C[C@@H]1CCNC(=O)c2cc3ccc(cc3n12)C(=O)Nc4nc5ccccc5n4CCCN(C)C,954
CHEMBL1933538,Fc1ccc2[nH]c(cc2c1)C(=O)N3C[C@]4(CCN(C4)C5CCCNC5)c6ccccc36,955
CHEMBL1933550,Fc1ccc2cc([nH]c2c1)C(=O)N3C[C@]4(CCN(C4)C5CCNC5)c6ccccc36,956
CHEMBL1933551,C[C@@H]1CCC(CN1)N2CC[C@@]3(C2)CN(C(=O)c4cc5ccccc5[nH]4)c6ccccc36,957
CHEMBL1933552,C[C@@H]1CCC(CN1)N2CC[C@@]3(C2)CN(C(=O)c4cc5ccc(F)cc5[nH]4)c6ccccc36,958
CHEMBL1933576,CN1CCN(CC1)c2ccc(OC(F)(F)F)c(Nc3nccc(n3)c4cc(cn4C)C(=O)N)c2,959
CHEMBL1933582,CN1CCN(CC1)c2ccc(OC(F)(F)F)c(Nc3nccc(n3)c4cc5C(=O)NCCc5n4C)c2,960
CHEMBL1934327,CN1CCC(COc2ccc3c(Nc4ccc(NC(=O)Nc5cccc(F)c5)cc4)ncnc3c2)CC1,961
CHEMBL1934626,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc4ccc(CN5CCCC5)c(F)c4,962
CHEMBL193482,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O,963
CHEMBL193697,OC(=O)c1ccccc1C(=O)c2c(O)cc(cc2O)C(=O)O[C@@H]3CCCNC[C@H]3NC(=O)c4ccc(O)cc4,964
CHEMBL1938680,Clc1ccc(cc1)c2oc(cc2)C(=O)Nc3ccc(cc3)N4CCNCC4,965
